source,target,mapping
/ad4.hoogtemerk_p.waterinrichtingselement_p,/ad5.Relatief permanent merk, natuurlijk of kunstmatig, met daarin een punt met een bekende hoogte ten opzichte van een bepaald referentievlak..TYPESPEC,/Hoogtemerk
