source,target,mapping
/ad4.duiker_p.kunstwerk_p,/ad5.Kunstwerk voor de waterhuishouding, bestaande uit een kokervormige constructie aangebracht onder een weg of spoorweg of in een dam..NENBEHEEROBJECT,/Duikers,Overkluizingen,Sifons
