source,target,mapping
/ad4.werkgebied_v.functioneelGebied_v,/ad5.Gebied waarop panden of overige gebouwen staan, en/of niet bebouwde oppervlakte, voornamelijk gebruikt voor economische activiteiten en non-profit activiteiten..x,/x
