source,target,mapping
/ad4.watergang_v.waterdeel_v,/ad5.Een voor de waterbeheersing bestemde geul met een vlakke bodem die meestal permanent water bevat..BGTPLUSTYPE,/greppel, droge sloot,waterloop,waterloop:sloot,waterloop:kanaal,waterloop:rivier,waterloop:gracht
