source,target,mapping
/ad4.voorde_v.kunstwerkdeel_v,/ad5.Een doorwaadbare, doorgaans verharde, plaats in de waterloop, die dient voor de oversteek van die waterloop..BGTPLUSTYPE,/niet-bgt:voorde
