source,target,value,mapping,assetgroep
ad5.stuw_v (256),TOTAL.ad5 (1208442),256,totaal,alles
ad5.tafel_p (13),TOTAL.ad5 (1208442),13,totaal,alles
ad5.telecomkast_p (514),TOTAL.ad5 (1208442),514,totaal,alles
ad5.telkast_p (291),TOTAL.ad5 (1208442),291,totaal,alles
ad5.telpaal_p (12),TOTAL.ad5 (1208442),12,totaal,alles
ad5.theoretische_hectometrering_p (18251),TOTAL.ad5 (1208442),18251,totaal,alles
ad5.toegangstrap_v (3),TOTAL.ad5 (1208442),3,totaal,alles
ad5.tunnel_p (3),TOTAL.ad5 (1208442),3,totaal,alles
ad5.tunnelbuis_v (119),TOTAL.ad5 (1208442),119,totaal,alles
ad5.tunnelwand_v (264),TOTAL.ad5 (1208442),264,totaal,alles
ad5.utiliteitsnet_tbl (1037),TOTAL.ad5 (1208442),1037,totaal,alles
ad5.vaarweg_v (34),TOTAL.ad5 (1208442),34,totaal,alles
ad5.vaarwegas_l (16),TOTAL.ad5 (1208442),16,totaal,alles
ad5.vaarwegdeeltrajectas_l (34),TOTAL.ad5 (1208442),34,totaal,alles
ad5.vastebrug_p (210),TOTAL.ad5 (1208442),210,totaal,alles
ad5.veerverbinding_p (5),TOTAL.ad5 (1208442),5,totaal,alles
ad5.veiligheidsvoorziening_p (110),TOTAL.ad5 (1208442),110,totaal,alles
ad5.verbindingsstuk_p (5969),TOTAL.ad5 (1208442),5969,totaal,alles
ad5.verblindingswering_l (3),TOTAL.ad5 (1208442),3,totaal,alles
ad5.verharding_v (7846),TOTAL.ad5 (1208442),7846,totaal,alles
ad5.verkeersbord_p (86),TOTAL.ad5 (1208442),86,totaal,alles
ad5.verkeersdrempel_v (3),TOTAL.ad5 (1208442),3,totaal,alles
ad5.verkeerslantaarn_p (7568),TOTAL.ad5 (1208442),7568,totaal,alles
ad5.verkeersspiegel_p (93),TOTAL.ad5 (1208442),93,totaal,alles
ad5.viaduct_p (133),TOTAL.ad5 (1208442),133,totaal,alles
ad5.vlaggenmast_p (47),TOTAL.ad5 (1208442),47,totaal,alles
ad5.voegovergang_l (10),TOTAL.ad5 (1208442),10,totaal,alles
ad5.voorde_v (2),TOTAL.ad5 (1208442),2,totaal,alles
ad5.vri_kast_p (183),TOTAL.ad5 (1208442),183,totaal,alles
ad5.vrijvervalrioolleiding_l (10519),TOTAL.ad5 (1208442),10519,totaal,alles
ad5.vuilvang_l (2),TOTAL.ad5 (1208442),2,totaal,alles
ad5.watergang_l (458),TOTAL.ad5 (1208442),458,totaal,alles
ad5.watergang_v (9658),TOTAL.ad5 (1208442),9658,totaal,alles
ad5.waterleidingput_p (16),TOTAL.ad5 (1208442),16,totaal,alles
ad5.watervlakte_v (287),TOTAL.ad5 (1208442),287,totaal,alles
ad5.weerstation_p (4),TOTAL.ad5 (1208442),4,totaal,alles
ad5.weg_v (194),TOTAL.ad5 (1208442),194,totaal,alles
ad5.wegas_l (85),TOTAL.ad5 (1208442),85,totaal,alles
ad5.wegdekreflector_p (69),TOTAL.ad5 (1208442),69,totaal,alles
ad5.wegvak_v (6541),TOTAL.ad5 (1208442),6541,totaal,alles
ad5.werkgebied_v (19),TOTAL.ad5 (1208442),19,totaal,alles
ad5.windmeter_p (17),TOTAL.ad5 (1208442),17,totaal,alles
ad5.windturbine_v (1),TOTAL.ad5 (1208442),1,totaal,alles
ad5.zandvlakte_v (43),TOTAL.ad5 (1208442),43,totaal,alles
ad5.zitelement_p (499),TOTAL.ad5 (1208442),499,totaal,alles
ad5.zonnepaneel_p (35),TOTAL.ad5 (1208442),35,totaal,alles
ad5.zonnepaneel_v (1),TOTAL.ad5 (1208442),1,totaal,alles
ad5.zweepmast_l (350),TOTAL.ad5 (1208442),350,totaal,alles
