source,target,value,mapping,assetgroep
ad4.kunstwerkdeel_v (3794),ad5.stuw_v (256),1,BGTPLUSTYPE_stuw,kunstwerken
ad4.straatmeubilair_p (6902),ad5.tafel_p (13),1,TYPESPEC_Picknick tafel,groen
ad4.kast_p (2248),ad5.telecomkast_p (514),1,TYPESPEC_Schakelkast PTT,elektrotechniek
ad4.kastDRIS_p (5),ad5.telecomkast_p (514),1,x_x,elektrotechniek
ad4.kast_p (2248),ad5.telkast_p (291),1,TYPESPEC_Telkast_ onbekend,elektrotechniek
ad4.paalAfbakening_p (34233),ad5.telpaal_p (12),1,TYPESPEC_Telpaal,elektrotechniek
ad4.paalDraagconstructie_p (50708),ad5.telpaal_p (12),1,BGTPLUSTYPE_niet-bgt_telpaal,elektrotechniek
ad4.theorHectometrering_p (18251),ad5.theoretische_hectometrering_p (18251),1,x_x,algemeen
ad4.gebouwInstallatie_v (6),ad5.toegangstrap_v (3),1,BGTPLUSTYPE_niet-bgt_toegangstrap,kunstwerken
ad4.kunstwerk_p (869),ad5.tunnel_p (3),1,NENBEHEEROBJECT_Tunnels,kunstwerken
ad4.tunneldeel_v (119),ad5.tunnelbuis_v (119),1,x_x,kunstwerken
ad4.kunstwerkdeel_v (3794),ad5.tunnelwand_v (264),1,BGTPLUSTYPE_niet-bgt_keermuur,kunstwerken
ad4.scheiding_v (5061),ad5.tunnelwand_v (264),1,RELATIEVEHOOGTELIGGING_-1,kunstwerken
ad4.scheiding_v (5061),ad5.tunnelwand_v (264),1,BGTPLUSTYPE_muur,kunstwerken
ad4.scheiding_v (5061),ad5.tunnelwand_v (264),1,RELATIEVEHOOGTELIGGING_-1,kunstwerken
ad4.utiliteitsNet_tbl (1037),ad5.utiliteitsnet_tbl (1037),1,x_x,elektrotechniek
ad4.vaarwegdeeltraject_v (34),ad5.vaarweg_v (34),1,x_x,algemeen
ad4.vaarweg_l (16),ad5.vaarwegas_l (16),1,x_x,algemeen
ad4.vaarwegdeeltrajectas_l (34),ad5.vaarwegdeeltrajectas_l (34),1,x_x,algemeen
ad4.kunstwerk_p (869),ad5.vastebrug_p (210),1,NENBEHEEROBJECT_Bruggen vast,kunstwerken
ad4.kunstwerk_p (869),ad5.veerverbinding_p (5),1,NENBEHEEROBJECT_Recreatieve gebieden,kunstwerken
ad4.straatmeubilair_p (6902),ad5.veiligheidsvoorziening_p (110),1,TYPESPEC_Lier_Nooduitgangtrap_ Reddingsboei_Inspringvoorziening,overig
ad4.waterinrichtingselement_p (2466),ad5.veiligheidsvoorziening_p (110),1,TYPESPEC_Drenkelingenladder,overig
ad4.leidingelement_p (26187),ad5.verbindingsstuk_p (326),1,TYPESPEC_DEM_mof,elektrotechniek
ad4.weginrichtingselement_l (8273),ad5.verblindingswering_l (0),1,BGTPLUSTYPE_niet-bgt_verblindingswering,wegen
ad4.onbegroeidTerreindeel_v (10729),ad5.verharding_v (0),1,FYSIEKVOORKOMEN_gesloten verharding_Erf,wegen
ad4.ondersteunendWegdeel_v (34770),ad5.verharding_v (0),1,FYSIEKVOORKOMEN_gesloten verharding,wegen
ad4.wegdeel_v (61153),ad5.verharding_v (0),1,FYSIEKVOORKOMEN_gesloten verharding,wegen
ad4.bord_p (38998),ad5.verkeersbord_p (0),1,BGTPLUSTYPE_niet-bgt_plaatsnaambord_niet-bgt_straatnaambord_niet-bgt_verkeersbord_niet-bgt_waarschuwingshek_niet-bgt_wegwijzer_niet-bgt,wegen
ad4.paalAfbakening_p (34233),ad5.verkeersbord_p (0),1,TYPESPEC_Hectometerpaal_Bermplank,wegen
ad4.weginrichtingselement_v (48),ad5.verkeersdrempel_v (0),1,TYPESPEC_Verkeersdrempel,wegen
ad4.lantaarn_p (7554),ad5.verkeerslantaarn_p (0),1,x_x,elektrotechniek
ad4.straatmeubilair_p (6902),ad5.verkeersspiegel_p (0),1,TYPESPEC_verkeersspiegel,wegen
ad4.kunstwerk_p (869),ad5.viaduct_p (0),1,BEHEEROBJECTSUBTYP_HA_VD,kunstwerken
ad4.paalAfbakening_p (34233),ad5.vlaggenmast_p (0),1,TYPESPEC_Vlaggenmast,overig
ad4.paalDraagconstructie_p (50708),ad5.vlaggenmast_p (0),1,BGTPLUSTYPE_niet-bgt_vlaggenmast,overig
ad4.elektriciteitskabel_l (34503),ad5.voedingskabel_l (0),1,TYPESPEC_ENE,elektrotechniek
ad4.telecommunicatiekabel_l (536),ad5.voedingskabel_l (0),1,TYPESPEC_ENE,elektrotechniek
ad4.weginrichtingselement_l (8273),ad5.voegovergang_l (0),1,TYPESPEC_Voegovergang,kunstwerken
ad4.kunstwerkdeel_v (3794),ad5.voorde_v (0),1,BGTPLUSTYPE_niet-bgt_voorde,vaarwegen
ad4.kastVri_p (302),ad5.vri_kast_p (0),1,x_x,elektrotechniek
ad4.buis_l (10618),ad5.vrijvervalrioolleiding_l (0),1,TYPESPEC_hemelwaterriool_overstortleiding_stuwrioolleiding_ vuilwaterriool_doorlatendeleiding_zinker_transportrioolleiding,wegen
ad4.waterinrichtingselement_l (718),ad5.vuilvang_l (0),1,BGTPLUSTYPE_niet-bgt_vuilvang,kunstwerken
ad4.waterloop_l (458),ad5.watergang_l (0),1,x_x,vaarwegen
ad4.waterdeel_v (10923),ad5.watergang_v (0),1,BGTPLUSTYPE_greppel_ droge sloot_waterloop_waterloop_sloot_waterloop_kanaal_waterloop_rivier_waterloop_gracht,vaarwegen
ad4.put_p (1278),ad5.waterleidingput_p (0),1,BGTPLUSTYPE_niet-bgt_waterleidingput,overig
ad4.waterdeel_v (10923),ad5.watervlakte_v (0),1,BGTPLUSTYPE_watervlakte_watervlakte_haven_watervlakte_meer_ plas_ ven_ vijver_zee,vaarwegen
ad4.sensor_p (1996),ad5.weerstation_p (0),1,TYPESPEC_Weerstation,elektrotechniek
ad4.traject_v (210),ad5.weg_v (0),1,TYPESPEC_Busbaan_Fietspad_Weg,algemeen
ad4.weg_l (85),ad5.wegas_l (0),1,x_x,algemeen
ad4.straatmeubilair_p (6902),ad5.wegdekreflector_p (0),1,TYPESPEC_Reflector,wegen
ad4.weginrichtingselement_l (8273),ad5.wegmarkering_tbl (0),1,BGTPLUSTYPE_niet-bgt_wegmarkering,wegen
ad4.wegvak_v (6541),ad5.wegvak_v (0),1,x_x,wegen
ad4.functioneelGebied_v (19),ad5.werkgebied_v (0),1,x_x,algemeen
ad4.sensor_p (1996),ad5.windmeter_p (0),1,TYPESPEC_Windmeter,elektrotechniek
ad4.overigBouwwerk_v (856),ad5.windturbine_v (0),1,BGTPLUSTYPE_windturbine,overig
ad4.onbegroeidTerreindeel_v (10729),ad5.zandvlakte_v (0),1,FYSIEKVOORKOMEN_zand_zand_zandverstuiving_zand_strand en strandwal,groen
ad4.straatmeubilair_p (6902),ad5.zitelement_p (0),1,TYPESPEC_zitbank,wegen
ad4.installatie_p (296),ad5.zonnepaneel_p (0),1,BGTPLUSTYPE_niet-bgt_zonnepaneel,elektrotechniek
ad4.weginrichtingselement_v (48),ad5.zonnepaneel_v (0),1,TYPESPEC_Zonnefietspad,elektrotechniek
ad4.uitleggerPortaal_l (923),ad5.zweepmast_l (0),1,TYPESPEC_Uitlegger,elektrotechniek
