source,target,value,mapping,assetgroep
ad4.kunstwerk_p (869),ad5.tunnel_p (0),1,NENBEHEEROBJECT_Tunnels,Overig
ad4.tunneldeel_v (119),ad5.tunnelbuis_v (0),1,x_x,Overig
ad4.kunstwerkdeel_v (3773),ad5.tunnelwand_v (0),1,BGTPLUSTYPE_niet-bgt_keermuur,Overig
ad4.scheiding_v (5023),ad5.tunnelwand_v (0),1,RELATIEVEHOOGTELIGGING_-1,Overig
ad4.scheiding_v (5023),ad5.tunnelwand_v (0),1,BGTPLUSTYPE_muur,Overig
ad4.scheiding_v (5023),ad5.tunnelwand_v (0),1,RELATIEVEHOOGTELIGGING_-1,Overig
ad4.utiliteitsNet_tbl (1037),ad5.utiliteitsnet_tbl (0),1,x_x,Overig
ad4.vaarwegdeeltraject_v (34),ad5.vaarweg_v (0),1,x_x,Vaarwegen
ad4.vaarweg_l (16),ad5.vaarwegas_l (0),1,x_x,Overig
ad4.vaarwegdeeltrajectas_l (34),ad5.vaarwegdeeltrajectas_l (0),1,x_x,Overig
ad4.kunstwerk_p (869),ad5.vastebrug_p (0),1,NENBEHEEROBJECT_Bruggen vast,Overig
ad4.kunstwerk_p (869),ad5.veerverbinding_p (0),1,NENBEHEEROBJECT_Recreatieve gebieden,Overig
ad4.straatmeubilair_p (6902),ad5.veiligheidsvoorziening_p (0),1,TYPESPEC_Lier_Nooduitgangtrap_ Reddingsboei_Inspringvoorziening,Overig
ad4.waterinrichtingselement_p (2466),ad5.veiligheidsvoorziening_p (0),1,TYPESPEC_Drenkelingenladder,Overig
ad4.leidingelement_p (26119),ad5.verbindingsstuk_p (0),1,TYPESPEC_DEM_mof,Overig
ad4.weginrichtingselement_l (8250),ad5.verblindingswering_l (0),1,BGTPLUSTYPE_niet-bgt_verblindingswering,Overig
ad4.wegdeel_v (60933),ad5.verharding_v (0),1,FYSIEKVOORKOMEN_gesloten verharding,Overig
ad4.ondersteunendWegdeel_v (34754),ad5.verharding_v (0),1,FYSIEKVOORKOMEN_gesloten verharding,Overig
ad4.onbegroeidTerreindeel_v (10669),ad5.verharding_v (0),1,FYSIEKVOORKOMEN_gesloten verharding_Erf,Overig
ad4.bord_p (36860),ad5.verkeersbord_p (0),1,BGTPLUSTYPE_niet-bgt_plaatsnaambord_niet-bgt_straatnaambord_niet-bgt_verkeersbord_niet-bgt_waarschuwingshek_niet-bgt_wegwijzer_niet-bgt,Overig
ad4.paalDraagconstructie_p (50695),ad5.verkeersbord_p (0),1,BGTPLUSTYPE_niet-bgt_hectometerpaal,Overig
ad4.paalAfbakening_p (34245),ad5.verkeersbord_p (0),1,TYPESPEC_Hectometerpaal_Bermplank,Overig
ad4.weginrichtingselement_v (46),ad5.verkeersdrempel_v (0),1,TYPESPEC_Verkeersdrempel,Overig
ad4.lantaarn_p (7568),ad5.verkeerslantaarn_p (0),1,x_x,Overig
ad4.straatmeubilair_p (6902),ad5.verkeersspiegel_p (0),1,TYPESPEC_verkeersspiegel,Overig
ad4.kunstwerk_p (869),ad5.viaduct_p (0),1,BEHEEROBJECTSUBTYP_HA_VD,Overig
ad4.paalDraagconstructie_p (50695),ad5.vlaggenmast_p (0),1,BGTPLUSTYPE_niet-bgt_vlaggenmast,Overig
ad4.paalAfbakening_p (34245),ad5.vlaggenmast_p (0),1,TYPESPEC_Vlaggenmast,Overig
ad4.elektriciteitskabel_l (34538),ad5.voedingskabel_l (0),1,TYPESPEC_ENE,Overig
ad4.telecommunicatiekabel_l (536),ad5.voedingskabel_l (0),1,TYPESPEC_ENE,Overig
ad4.weginrichtingselement_l (8250),ad5.voegovergang_l (0),1,TYPESPEC_Voegovergang,Overig
ad4.kunstwerkdeel_v (3773),ad5.voorde_v (0),1,BGTPLUSTYPE_niet-bgt_voorde,Overig
ad4.kastVri_p (302),ad5.vri_kast_p (0),1,x_x,Overig
ad4.buis_l (10618),ad5.vrijvervalrioolleiding_l (0),1,TYPESPEC_hemelwaterriool_overstortleiding_stuwrioolleiding_ vuilwaterriool_doorlatendeleiding_zinker_transportrioolleiding,Overig
ad4.waterinrichtingselement_l (718),ad5.vuilvang_l (0),1,BGTPLUSTYPE_niet-bgt_vuilvang,Overig
ad4.waterloop_l (458),ad5.watergang_l (0),1,x_x,Overig
ad4.waterdeel_v (9686),ad5.watergang_v (0),1,BGTPLUSTYPE_greppel_ droge sloot_waterloop_waterloop_sloot_waterloop_kanaal_waterloop_rivier_waterloop_gracht,Overig
ad4.put_p (1278),ad5.waterleidingput_p (0),1,BGTPLUSTYPE_niet-bgt_waterleidingput,Overig
ad4.waterdeel_v (9686),ad5.watervlakte_v (0),1,BGTPLUSTYPE_watervlakte_watervlakte_haven_watervlakte_meer_ plas_ ven_ vijver_zee,Overig
ad4.sensor_p (2001),ad5.weerstation_p (0),1,TYPESPEC_Weerstation,Overig
ad4.traject_v (210),ad5.weg_v (0),1,TYPESPEC_Busbaan_Fietspad_Weg,Overig
ad4.weg_l (85),ad5.wegas_l (0),1,x_x,Overig
ad4.straatmeubilair_p (6902),ad5.wegdekreflector_p (0),1,TYPESPEC_Reflector,Overig
ad4.x (0),ad5.wegmarkering_tbl (0),1,x_x,Overig
ad4.wegvak_v (6541),ad5.wegvak_v (0),1,x_x,Overig
ad4.functioneelGebied_v (19),ad5.werkgebied_v (0),1,x_x,Overig
ad4.sensor_p (2001),ad5.windmeter_p (0),1,TYPESPEC_Windmeter,Overig
ad4.overigBouwwerk_v (824),ad5.windturbine_v (0),1,BGTPLUSTYPE_windturbine,Overig
ad4.onbegroeidTerreindeel_v (10669),ad5.zandvlakte_v (0),1,FYSIEKVOORKOMEN_zand_zand_zandverstuiving_zand_strand en strandwal,Overig
ad4.straatmeubilair_p (6902),ad5.zitelement_p (0),1,TYPESPEC_zitbank,Overig
ad4.installatie_p (296),ad5.zonnepaneel_p (0),1,BGTPLUSTYPE_niet-bgt_zonnepaneel,Overig
ad4.weginrichtingselement_v (46),ad5.zonnepaneel_v (0),1,TYPESPEC_Zonnefietspad,Overig
ad4.uitleggerPortaal_l (911),ad5.zweepmast_l (0),1,TYPESPEC_Uitlegger,Overig
